log_file	line
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_sequence_prefilter safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_sequence_prefilter safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 1/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 1/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_sequence_prefilter safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 1/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 17/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 17/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 17/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 33/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 33/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 33/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 49/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 49/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 49/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 65/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 65/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 65/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 81/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 81/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 81/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 97/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 97/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 97/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 113/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 113/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 113/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 129/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 129/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 129/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 145/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 145/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 145/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 161/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 161/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 161/180
run_parallel_20260715_163351.log	[G8 HepG2/primary_beam primary_beam] parent 177/180
run_parallel_20260715_163351.log	[G8 SKNSH/primary_beam primary_beam] parent 177/180
run_parallel_20260715_163351.log	[G8 K562/primary_beam primary_beam] parent 177/180
run_parallel_20260715_163351.log	[G9] All 3 cells complete.
run_parallel_20260715_163351.log	[G9] Merging + sealed evaluator inference...
run_parallel_20260715_163351.log	[G9] PASS
